Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,N/A,All Events,N/A,N/A,46489,20,2324.450,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,33485,20,1674.250,72.028,65.578,391213,110711,369877,95283,252983,70746,161310.96,56478.02,41.23,51.01,187365.05,56313.59,50.66,59.10
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6581,20,329.050,14.156,60.839,9318,N/A,8793,N/A,11630,N/A,4885.88,N/A,52.43,N/A,5319.57,N/A,60.50,N/A
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,20,500.000,21.510,21.510,10010,N/A,7955,N/A,11630,N/A,9843.35,N/A,98.34,N/A,9028.29,N/A,113.50,N/A
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,20,500.000,21.510,27.318,321381,88,301157,87,252941,83,119790.94,8.56,37.27,9.72,122651.79,8.90,40.73,10.22
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,33485,20,1674.250,72.028,72.028,391213,109,369877,103,252983,98,161310.96,31.60,41.23,29.01,187365.05,17.79,50.66,17.27
Y1H new construct repeats,Experiment,Group,,346-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6581,20,329.050,14.156,14.156,9318,N/A,8793,N/A,11630,N/A,4885.88,N/A,52.43,N/A,5319.57,N/A,60.50,N/A
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,N/A,All Events,N/A,N/A,29935,11,2721.364,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,25419,11,2310.818,84.914,71.939,344957,97755,311210,80226,228316,54314,149155.82,52816.09,43.24,54.03,146113.19,42455.73,46.95,52.92
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,4400,11,400.000,14.699,38.268,2759,N/A,2221,N/A,2001,N/A,1767.00,N/A,64.06,N/A,1103.05,N/A,49.66,N/A
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,11,909.091,33.406,33.406,1434,N/A,911,N/A,2001,N/A,1676.79,N/A,116.94,N/A,1135.67,N/A,124.66,N/A
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,11,909.091,33.406,33.416,290885,87,270415,86,228299,83,108481.56,7.96,37.29,9.17,104272.74,8.90,38.56,10.34
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,25419,11,2310.818,84.914,84.914,344957,106,311210,98,228316,97,149155.82,31.21,43.24,29.51,146113.19,16.31,46.95,16.64
Y1H new construct repeats,Experiment,Group,,379-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,4400,11,400.000,14.699,14.699,2759,N/A,2221,N/A,2001,N/A,1767.00,N/A,64.06,N/A,1103.05,N/A,49.66,N/A
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,N/A,All Events,N/A,N/A,33887,11,3080.636,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,27709,11,2519.000,81.769,73.765,369430,105690,336712,88129,259124,62467,153026.60,54883.45,41.42,51.93,157945.82,48212.67,46.91,54.71
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,779,11,70.818,2.299,7.085,1823,N/A,1544,N/A,1149,N/A,1079.51,N/A,59.21,N/A,443.30,N/A,28.71,N/A
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,11,909.091,29.510,29.510,499,N/A,352,N/A,400,N/A,546.41,N/A,109.41,N/A,274.28,N/A,77.92,N/A
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,11,909.091,29.510,32.618,307538,88,285732,87,259261,82,108557.28,8.03,35.30,9.16,102959.90,7.41,36.03,8.52
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,27709,11,2519.000,81.769,81.769,369430,109,336712,100,259124,98,153026.60,33.85,41.42,30.97,157945.82,17.79,46.91,17.79
Y1H new construct repeats,Experiment,Group,,379-696-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,779,11,70.818,2.299,2.299,1823,N/A,1544,N/A,1149,N/A,1079.51,N/A,59.21,N/A,443.30,N/A,28.71,N/A
Y1H new construct repeats,Experiment,Group,,379-696-3,Experiment,None,N/A,All Events,N/A,N/A,32886,15,2192.400,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
